procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 106980 3716256 383696 2755584    0    0     0    64  258  538  1  1 99  0  0
 0  0 106980 3714208 383696 2755636    0    0     0    66  249  530  1  1 99  0  0
 0  0 106980 3714520 383696 2755636    0    0     0     0  252  526  2  0 98  0  0
 0  0 106980 3714520 383696 2755636    0    0     0    94  259  522  0  1 99  0  0
 0  0 106980 3716220 383696 2755640    0    0     0    38  249  542  1  1 99  0  0
 0  0 106980 3716256 383696 2755648    0    0     0     2  256  506  1  1 99  0  0
 0  0 106980 3714208 383696 2755668    0    0     0     8  261  518  1  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 106980 3716172 383696 2755760    0    0     0    62  274  578  1  1 98  1  0
 0  0 106980 3716132 383696 2755740    0    0     0   366  235  508  1  0 99  0  0
 0  0 106980 3714028 383696 2755740    0    0     0     4  238  519  1  1 98  0  0
 0  0 106980 3714084 383696 2755748    0    0     0   116  253  521  0  0 100  0  0
 0  0 106980 3716256 383696 2755604    0    0     0    32  240  524  1  1 98  0  0
 0  0 106980 3716256 383696 2755604    0    0     0     0  239  509  1  1 99  0  0
 0  0 106980 3716256 383696 2755604    0    0     0    68  255  524  2  0 98  0  0
 0  0 106980 3714332 383696 2755608    0    0     0    18  262  558  1  1 97  0  0
 0  0 106980 3714332 383696 2755624    0    0     0    26  253  517  1  0 99  0  0
 0  0 106980 3716132 383696 2755656    0    0     0    76  253  532  1  1 98  0  0
 0  0 106980 3714396 383696 2755676    0    0     0     0  252  535  1  0 99  0  0
 0  0 106980 3716208 383696 2755676    0    0     0    22  254  553  1  1 98  0  0
 0  0 106980 3716236 383696 2755684    0    0     0    48  247  517  0  0 100  0  0
 0  0 106980 3714208 383696 2755708    0    0     0    84  254  522  1  1 99  0  0
 0  0 106980 3716132 383696 2755776    0    0     0     8  268  549  1  1 98  0  0
 1  0 106980 3714172 383696 2755664    0    0     0    56  246  528  1  1 99  0  0
 0  0 106980 3712628 383696 2755672    0    0     0    18  250  533  1  1 99  0  0
 0  0 106980 3715720 383696 2755680    0    0     0     6  254  537  1  1 99  0  0
 0  0 106980 3715760 383696 2755696    0    0     0    66  247  509  1  0 99  1  0
 0  0 106980 3715760 383696 2755696    0    0     0     0  251  502  0  1 99  0  0
 0  0 106980 3715760 383696 2755696    0    0     0     0  240  503  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 106980 3715760 383696 2755696    0    0     0   398  253  519  3  1 97  0  0
 0  0 106980 3714040 383696 2755584    0    0     0    18  259  546  1  1 98  0  0
 0  0 106980 3713836 383696 2755596    0    0     0    34  271  568  2  1 98  0  0
 0  0 106980 3715884 383696 2755612    0    0     0   112  236  513  1  1 99  0  0
 0  0 106980 3715760 383696 2755640    0    0     0     0  223  496  0  0 100  0  0
 0  0 106980 3713404 383696 2755640    0    0     0    12  234  527  1  0 99  0  0
 0  0 106980 3716080 383696 2755752    0    0     0    40  242  563  1  1 98  0  0
 0  0 106980 3716132 383696 2755720    0    0     0     6  227  494  0  1 99  0  0
 0  0 106980 3714084 383696 2755740    0    0     0    10  235  506  1  1 99  1  0
 0  0 106980 3714084 383696 2755740    0    0     0    62  252  543  1  1 99  0  0
 0  0 106980 3714076 383696 2755740    0    0     0    84  233  499  1  0 73 26  0
 0  0 106980 3715948 383696 2755744    0    0     0    66  246  543  1  1 99  0  0
 0  0 106980 3716000 383696 2755752    0    0     0     8  246  509  0  1 99  0  0
 0  0 106980 3713952 383696 2755772    0    0     0    24  251  518  1  1 99  0  0
 0  0 106980 3713952 383696 2755772    0    0     0    48  262  525  1  0 99  0  0
 0  0 106980 3713952 383696 2755772    0    0     0     4  271  539  3  1 97  0  0
 0  0 106980 3716128 383696 2755776    0    0     0     8  263  539  1  1 99  0  0
 0  0 106980 3716124 383696 2755784    0    0     0    74  265  542  1  1 99  0  0
 0  0 106980 3713952 383696 2755816    0    0     0   400  255  528  0  1 98  0  0
 0  0 106980 3713704 383696 2755828    0    0     0     2  258  553  1  0 99  0  0
 0  0 106980 3714264 383696 2755784    0    0     0   124  267  573  3  1 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 106980 3714140 383696 2755784    0    0     0     2  249  543  1  0 99  0  0
 0  0 106980 3716124 383696 2755808    0    0     0     4  249  514  0  1 99  0  0
 0  0 106980 3713856 383696 2755808    0    0     0   100  279  574  2  1 98  0  0
 0  0 106980 3713952 383696 2755820    0    0     0     0  241  493  0  0 100  0  0
 0  0 106980 3713952 383696 2755820    0    0     0    56  245  516  1  0 99  1  0
 0  0 106980 3716024 383696 2755828    0    0     0     8  244  537  1  1 99  0  0
 0  0 106980 3716000 383696 2755836    0    0     0     2  244  509  1  0 99  0  0
 0  0 106980 3713952 383696 2755852    0    0     0   114  258  518  1  1 87 12  0
 0  0 106980 3713952 383696 2755852    0    0     0     0  247  515  1  0 99  0  0
 0  0 106980 3713952 383696 2755852    0    0     0     0  265  536  3  1 97  0  0
 0  0 106980 3715944 383696 2755888    0    0     0    38  261  534  1  1 98  0  0
 0  0 106980 3716000 383696 2755896    0    0     0    22  265  552  1  1 98  0  0
 0  0 106980 3715752 383696 2755956    0    0     0    86  269  556  1  1 98  0  0
 0  0 106980 3715752 383696 2755976    0    0     0    84  252  541  1  0 98  1  0
 0  0 106980 3715752 383696 2755976    0    0     0   426  262  530  1  1 99  0  0
 0  0 106980 3715820 383696 2755928    0    0     0    50  261  553  2  0 98  0  0
 0  0 106980 3715876 383696 2755916    0    0     0     2  243  511  1  0 99  0  0
 0  0 106980 3713952 383696 2755936    0    0     0     8  259  525  0  1 99  0  0
 0  0 106980 3713952 383696 2755936    0    0     0    56  252  517  1  1 99  0  0
 0  0 106980 3713952 383696 2755936    0    0     0    12  249  515  1  0 99  0  0
 1  0 106980 3715984 383696 2755936    0    0     0     8  260  557  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 106980 3716000 383696 2755948    0    0     0    68  264  527  1  0 99  0  0
 0  0 106980 3713828 383696 2755964    0    0     0    12  284  585  1  1 98  0  0
 0  0 106980 3713828 383696 2755964    0    0     0     0  247  513  1  0 99  0  0
 0  0 106980 3713828 383696 2755964    0    0     0   138  266  528  3  0 96  0  0
 0  0 106980 3715876 383696 2755888    0    0     0    32  272  574  2  1 97  0  0
 0  0 106980 3715876 383696 2755892    0    0     0     2  257  525  1  1 99  0  0
 0  0 106980 3713704 383696 2755976    0    0     0   140  287  595  1  1 98  0  0
 0  0 106980 3713332 383696 2755864    0    0     0     0  246  531  1  1 99  0  0
 0  0 106980 3716000 383696 2755888    0    0     0   106  300  889  2  5 93  1  0
 0  0 106980 3714016 383696 2755896    0    0     0    60  258  543  1  0 99  0  0
 0  0 106980 3715876 383696 2755916    0    0     0     2  249  511  1  1 98  0  0
 0  0 106980 3713264 383696 2755748    0    0     0   488  292  586  3  1 75 22  0
 0  0 106980 3713264 383696 2755748    0    0     0    56  247  506  1  1 99  0  0
 0  0 106980 3713264 383696 2755748    0    0     0     4  247  515  0  0 100  0  0
 0  0 106980 3715312 383696 2755764    0    0     0     8  258  541  0  1 99  0  0
 0  0 106980 3715312 383696 2755764    0    0     0    48  253  514  1  0 99  1  0
 0  0 106980 3711588 383700 2755780    0    0     0    42  259  512  0  1 99  0  0
 0  0 106980 3711588 383700 2755780    0    0     0     0  260  516  1  0 99  0  0
 0  0 106980 3714628 383700 2755852    0    0     0    54  264  558  3  1 97  0  0
 0  0 106980 3712704 383700 2755860    0    0     0    18  252  533  1  1 98  1  0
 0  0 106980 3712580 383700 2755864    0    0     0    12  246  526  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 106980 3714004 383700 2755880    0    0     0   506  242  505  1  1 99  0  0
 3  0 106980 3714004 383700 2755924    0    0     0     0  236  507  1  0 99  0  0
 0  0 106980 3713756 383700 2755936    0    0     0   210  243  529  0  0 99  1  0
 0  0 106980 3714748 383700 2755948    0    0     0     8  238  525  1  1 99  0  0
 0  0 106980 3713136 383700 2755952    0    0     0     2  235  513  1  1 98  0  0
 0  0 106980 3714996 383700 2755968    0    0     0    70  244  517  1  1 99  0  0
 0  0 106980 3714996 383700 2755972    0    0     0     0  226  495  1  0 99  0  0
 2  0 106980 3714996 383700 2755972    0    0     0   466  233  498  1  1 99  0  0
 0  0 106980 3712948 383700 2755864    0    0     0     8  249  547  2  1 96  2  0
 0  0 106980 3712948 383700 2755868    0    0     0     2  253  520  1  0 99  0  0
 0  0 106980 3714436 383700 2755900    0    0     0    74  261  539  1  2 98  0  0
 0  1 106980 3712884 383700 2755952    0    0     0    16  277  552  2  1 98  0  0
 0  0 106980 3712884 383700 2755952    0    0     0    34  290  551  2  1 97  0  0
 0  0 106980 3714932 383700 2755964    0    0     0    60  283  547  1  1 98  0  0
 0  0 106980 3714932 383700 2755968    0    0     0     2  276  534  0  1 99  0  0
 0  1 106980 3712884 383700 2755984    0    0     0    92  287  556  0  2 98  1  0
 0  0 106980 3712884 383700 2756004    0    0     0     2  278  560  1  1 99  0  0
 0  0 106980 3715056 383700 2756028    0    0     0    22  287  582  1  1 98  1  0
 0  0 106980 3712824 383700 2755920    0    0     0    62  284  565  2  0 98  0  0
 0  0 106980 3715180 383700 2755936    0    0     0     2  271  530  1  1 99  0  0
 0  0 106980 3713132 383700 2755836    0    0     0    82  308  604  2  1 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 106980 3713132 383700 2755836    0    0     0    58  270  520  0  0 99  1  0
 0  0 106980 3713132 383700 2755836    0    0     0     4  297  590  1  0 99  0  0
 0  0 106980 3715180 383700 2755856    0    0     0    10  327  672  2  1 98  0  0
 0  0 106980 3713008 383700 2755928    0    0     0    66  330  685  1  1 98  0  0
 0  0 106980 3713008 383700 2755928    0    0     0     0  318  648  1  1 99  0  0
 0  0 106980 3713008 383700 2755928    0    0     0     0  319  641  1  1 99  0  0
 0  0 106980 3713008 383700 2755928    0    0     0    58  329  658  3  0 92  5  0
 0  0 106980 3715056 383700 2755952    0    0     0     8  312  655  1  1 98  1  0
 0  0 106980 3715056 383700 2755952    0    0     0    10  313  655  1  1 99  0  0
 0  0 106980 3715056 383700 2755952    0    0     0    90  309  652  1  1 99  0  0
 0  0 106980 3715056 383700 2755952    0    0     0    26  300  617  1  0 99  1  0
 0  0 106980 3714684 383700 2755996    0    0     0    46  317  650  1  1 98  0  0
 0  0 106980 3715056 383700 2756008    0    0     0    52  310  666  1  1 98  0  0
 0  1 106980 3715056 383700 2756012    0    0     0     6  276  580  1  1 98  1  0
 0  0 106980 3711144 383700 2756028    0    0     0    28  264  529  1  1 98  1  0
 0  0 106980 3711144 383700 2756028    0    0     0    58  259  525  1  0 99  0  0
 0  0 106980 3711144 383700 2756048    0    0     0   474  276  547  1  1 99  0  0
 0  0 106980 3713068 383700 2756108    0    0     0    88  287  573  1  1 98  0  0
 0  0 106980 3713068 383700 2756108    0    0     0     0  269  539  1  0 99  0  0
 0  0 106980 3713004 383700 2756108    0    0     0    40  256  515  1  1 99  0  0
 0  0 106980 3713004 383700 2756108    0    0     0    16  260  521  1  0 99  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 106980 3713004 383700 2756108    0    0     0     0  278  545  2  0 98  0  0
 0  0 106980 3711080 383700 2755972    0    0     0     6  284  567  1  2 97  0  0
 0  0 106980 3711080 383700 2755976    0    0     0    58  276  542  1  0 99  0  0
 0  0 106980 3714244 383700 2755992    0    0     0    12  273  547  1  1 99  0  0
 0  0 106980 3714244 383700 2755992    0    0     0     0  276  535  1  0 99  0  0
 0  0 106980 3712692 383700 2756020    0    0     0    82  282  579  0  1 99  0  0
 0  0 106980 3712444 383700 2756048    0    0     0     2  282  543  1  0 99  0  0
 1  0 106980 3713624 383700 2756064    0    0     0    30  284  544  1  1 98  0  0
 0  0 106980 3715360 383700 2756072    0    0     0    82  312  605  1  2 98  0  0
 0  0 106980 3715360 383700 2756080    0    0     0     2  267  532  0  0 99  1  0
 0  0 106980 3713188 383700 2756148    0    0     0   116  285  561  1  1 98  0  0
 0  0 106980 3714988 383700 2756160    0    0     0     8  274  562  1  1 98  0  0
 0  0 106980 3714988 383700 2756164    0    0     0     8  258  527  1  1 99  0  0
 0  0 106980 3712940 383700 2756180    0    0     0   118  270  536  1  0 99  0  0
 0  0 106980 3712940 383700 2756180    0    0     0     0  247  516  1  0 99  0  0
 0  0 106980 3712940 383700 2756180    0    0     0     6  250  513  3  1 97  0  0
 0  0 106980 3715112 383700 2756064    0    0     0    38  266  548  2  1 97  0  0
 0  0 106980 3715112 383700 2756068    0    0     0    12  267  537  0  1 99  0  0
 0  0 106980 3713064 383700 2756084    0    0     0     2  257  515  0  1 99  0  0
 0  0 106980 3713188 383700 2755984    0    0     0    82  268  535  2  1 97  1  0
 0  0 106980 3713188 383700 2755984    0    0     0    72  270  525  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 106980 3715608 383700 2756036    0    0     0    82  261  559  1  1 99  0  0
 0  0 106980 3715608 383700 2756056    0    0     0     4  261  536  1  1 99  0  0
 0  0 106980 3713436 383700 2756120    0    0     0    12  274  521  1  0 99  0  0
 0  0 106980 3713436 383700 2756120    0    0     0    64  284  570  1  1 99  0  0
 0  0 106980 3713436 383700 2756120    0    0     0     4  252  516  0  1 99  0  0
 0  0 106980 3715484 383700 2756132    0    0     0    10  264  557  1  1 99  0  0
 0  0 106980 3715484 383700 2756136    0    0     0    64  267  534  1  1 99  1  0
 0  0 106980 3713436 383700 2756152    0    0     0    24  280  536  1  1 99  0  0
 0  0 106980 3713436 383700 2756152    0    0     0     0  268  531  0  1 99  0  0
 0  0 106980 3713436 383700 2756152    0    0     0   106  282  547  2  0 97  1  0
 0  0 106980 3715484 383700 2756164    0    0     0     8  276  552  0  1 99  0  0
 0  0 106980 3715484 383700 2756168    0    0     0     2  275  534  1  0 99  0  0
 0  0 106980 3713436 383700 2756184    0    0     0   486  273  546  1  1 98  1  0
 0  0 106980 3713312 383700 2756184    0    0     0    12  269  543  1  0 99  0  0
 0  0 106980 3715484 383700 2756056    0    0     0   432  269  561  2  1 97  0  0
 0  0 106980 3713312 383700 2756164    0    0     0    90  263  554  1  1 98  0  0
 0  0 106980 3713312 383700 2756164    0    0     0     0  259  509  0  1 99  0  0
 0  0 106980 3715360 383700 2756200    0    0     0    64  286  587  1  1 98  0  0
 0  0 106980 3713624 383700 2756200    0    0     0    70  256  528  1  0 99  1  0
 0  0 106980 3713624 383700 2756200    0    0     0     2  249  511  1  1 99  0  0
 0  0 106980 3715360 383700 2756208    0    0     0     8  257  543  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 106980 3715360 383700 2756212    0    0     0    42  249  510  1  0 99  0  0
 0  0 106980 3713312 383700 2756228    0    0     0    10  251  514  1  1 99  0  0
 0  0 106980 3713312 383700 2756228    0    0     0     2  253  521  1  0 99  0  0
 0  0 106980 3713312 383700 2756228    0    0     0    32  249  515  3  0 97  0  0
 0  0 106980 3715360 383700 2756240    0    0     0    10  258  539  1  0 99  0  0
 0  0 106980 3715360 383700 2756244    0    0     0    14  264  546  1  0 99  0  0
 0  0 106980 3713436 383700 2756260    0    0     0   128  259  523  1  1 98  1  0
 0  0 106980 3713436 383700 2756280    0    0     0     2  253  527  1  1 99  0  0
 0  0 106980 3715360 383700 2756220    0    0     0    46  271  561  2  1 98  0  0
 0  0 106980 3713312 383700 2756232    0    0     0    82  252  548  1  1 98  0  0
 0  0 106980 3713312 383700 2756252    0    0     0     2  256  521  1  0 99  0  0
 0  0 106980 3715236 383700 2756300    0    0     0    10  268  546  1  1 99  0  0
 0  0 106980 3713500 383700 2756300    0    0     0    66  281  588  2  0 98  0  0
